County,Candidate,Party
DOLJ,MILEA RALUCA,ROMÂNIA SOCIALISTĂ
DOLJ,TOTORA SIMION-CRISTIAN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
DOLJ,BURA-MAKSAY ȘTEFAN-PETRU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DOLJ,BARAKONYI GERGŐ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DOLJ,SZENTGYŐRGYI ANNA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DOLJ,FORRAI ERIKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DOLJ,BELU ION,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,GASPARINI CLAUDIA-CORINA,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,BULMACI ALEXANDRU,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,URZICEANU MARIANA-VASILICA,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,SÎRBU CRISTIAN,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,CONSTANTINESCU MIHAIL,UNIUNEA SALVAȚI ROMÂNIA
GALAŢI,MOROIANU MARIUS,ALIANȚA NAȚIONAL CREȘTINĂ
GALAŢI,DIACONU GHEORGHE,ALIANȚA NAȚIONAL CREȘTINĂ
GALAŢI,CONSTANTINESCU RODICA,ALIANȚA PENTRU UNIREA ROMÂNILOR
GALAŢI,MÂNDRU MIHAI,ALIANȚA PENTRU UNIREA ROMÂNILOR
GALAŢI,NIȚĂ ANCA-ANGELICA,ALIANȚA PENTRU UNIREA ROMÂNILOR
GALAŢI,MARDARE GHEORGHE,ALIANȚA PENTRU UNIREA ROMÂNILOR
GALAŢI,FRĂTIȚA PETRICĂ,ALIANȚA PENTRU UNIREA ROMÂNILOR

GALAŢI,TIMOFTI GABRIEL-MARINEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GALAŢI,NICA MARICICA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GALAŢI,BACIU AIDA-ELENA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
GALAŢI,CUCU ALEXANDRU-MĂDĂLIN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
GALAŢI,ZAMFIR AUREL,FORȚA DREPTEI
GALAŢI,PETREA IONEL,FORȚA DREPTEI
GALAŢI,GOGULESCU BOGDAN-ADRIAN,FORȚA DREPTEI
GALAŢI,PATKO SIOMARA,FORȚA DREPTEI
GALAŢI,CUCU IONEL,FORȚA DREPTEI
GALAŢI,STAMATE EUGEN-GHEORGHE,PARTIDUL ECOLOGIST ROMÂN
GALAŢI,FISCUTEAN EMIL-RADU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GALAŢI,HÎNCU LEONARD-ADRIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GALAŢI,SPIRIDON DUMITRA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GALAŢI,CAZAN MIHAELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GALAŢI,CÎȚU FLORIN-VASILE,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,MANOLIU TIBERIU-CODRUȚ,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,DRUGAN ȘTEFAN,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,BRÎNZAN GINA,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,NICULESCU EMILIA,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,PETREA VIOREL-MARIAN,PARTIDUL NAȚIONAL LIBERAL
GALAŢI,CHIRILOAIE MARIAN,PARTIDUL NOUA ROMÂNIE
GALAŢI,NEGRU ANDREEA-CRISTIANA,PARTIDUL OAMENILOR TINERI
GALAŢI,APOSTOL DORINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GALAŢI,DARIE MĂDĂLIN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GALAŢI,STATE ANDREEA-CODRINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GALAŢI,COMAN ALEXANDRU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GALAŢI,HUMELNICU MARIUS,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,GÎDEI LAURENȚIU-VIOREL,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,COSTEA MARCELA-DANIELA,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,MOVILEANU IONUȚ-CĂTĂLIN,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,CONSTANTIN DORINA,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,ATANASIU SILVIA-ELENA,PARTIDUL SOCIAL DEMOCRAT
GALAŢI,PETRE MIRCEA-BOGDAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

GALAŢI,ALMAȘANU CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GALAŢI,CODREANU LAURA-CRISTINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GALAŢI,NEGARĂ ELENA-SIMONA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GALAŢI,MELECCIU TEODOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GALAŢI,DINULESCU LAURENȚIU-GABRIEL,PARTIDUL SOCIAL DEMOCRAT UNIT
GALAŢI,SIMON OLIVIA-DOROTTY,PARTIDUL SOCIAL DEMOCRAT UNIT
GALAŢI,IRIMIA MONICA-LOREDANA,PARTIDUL SOCIAL DEMOCRAT UNIT
GALAŢI,IONESCU MIHAELA-LUIZA,PARTIDUL SOCIAL DEMOCRAT UNIT
GALAŢI,ONEA OLGA,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,SAVA NECULAI,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,MUNTEANU DIANA-ELENA,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,MÂRZA MARIA,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,PĂTRAȘCU GETTA-EMILIA,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,CĂLUIAN CIPRIAN-ADRIAN,PARTIDUL S.O.S. ROMÂNIA
GALAŢI,TĂUNE MARCELINA,ROMÂNIA SOCIALISTĂ
GALAŢI,GIURGEA DUMITRU,ROMÂNIA SOCIALISTĂ
GALAŢI,ȘERBĂNESCU PETRICĂ,ROMÂNIA SOCIALISTĂ
GALAŢI,NEDELCU RĂZVAN-ALEXANDRU,ROMÂNIA SOCIALISTĂ
GALAŢI,OANCĂ CARMEN,ROMÂNIA SOCIALISTĂ
GALAŢI,DINU MARIAN,ROMÂNIA SOCIALISTĂ
GALAŢI,CHIRCULESCU-ALEXANDRU EUGEN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
GALAŢI,LUKÁCS EDIT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GALAŢI,KOVACS TIBERIU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GALAŢI,VAIDA GHIORGHE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GALAŢI,BLEDEA-EIBEN GELLERT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GALAŢI,AZZOLA KATALIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GALAŢI,ȘTEFĂNACHE GHEORGHE,UNIUNEA SALVAȚI ROMÂNIA
GALAŢI,CRISTOFAN CLAUDIA,UNIUNEA SALVAȚI ROMÂNIA
GALAŢI,VIZINTEANU NICOLAE,UNIUNEA SALVAȚI ROMÂNIA
GALAŢI,BOLEA MARINELA,UNIUNEA SALVAȚI ROMÂNIA
GIURGIU,CIOROIANU CRISTINA-GABRIELA,ALIANȚA NAȚIONAL CREȘTINĂ
GIURGIU,GUȚĂ RAREȘ,ALIANȚA PENTRU UNIREA ROMÂNILOR
GIURGIU,FINAT LAURENȚIA-SORINA,ALIANȚA PENTRU UNIREA ROMÂNILOR

GIURGIU,SAIOC MARIAN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GIURGIU,IRIMIA CONSTANTIN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
GIURGIU,COBZARU SILE,FORȚA DREPTEI
GIURGIU,ANGHELUȘ ION-GABRIEL,FORȚA DREPTEI
GIURGIU,POP IULIA-LAURA,FORȚA DREPTEI
GIURGIU,CÎMPINEANU RAMONA-LETIȚIA,FORȚA DREPTEI
GIURGIU,BURLACU LEONARD-CONSTANTIN,PARTIDUL ECOLOGIST ROMÂN
GIURGIU,ANTON GEORGE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GIURGIU,IONIȚĂ IONICA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GIURGIU,MOTOC MARIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GIURGIU,HORGA MARIA-GABRIELA,PARTIDUL NAȚIONAL LIBERAL
GIURGIU,ANGHELESCU ADRIAN-VALENTIN,PARTIDUL NAȚIONAL LIBERAL
GIURGIU,PETCU TOMA-FLORIN,PARTIDUL NAȚIONAL LIBERAL
GIURGIU,ENACHE NICOLAE,PARTIDUL NAȚIONAL LIBERAL
GIURGIU,MARIN MIRELA,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT
GIURGIU,IONESCU SIMONA,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT
GIURGIU,DAIA LAURENȚIU-PAUL,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT
GIURGIU,GRĂJDAN NICOLAE,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT
GIURGIU,PĂTRĂȘCANU CRISTINEL,PARTIDUL NOUA ROMÂNIE
GIURGIU,MUNTEANU BOGDAN-MARIUS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GIURGIU,NANU FLORIN-IONUȚ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GIURGIU,DRAGOMIR OLIVIA-VALENTINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GIURGIU,PETRE NICUȘOR,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GIURGIU,CONDEI ELENA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GIURGIU,BRĂDEANU MIRCEA-CONSTANTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GIURGIU,CHIRIȚĂ ADRIAN-MARIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GIURGIU,TELICEANU AURELIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GIURGIU,POPESCU CRISTIAN-VICTOR PIEDONE,PARTIDUL SOCIAL DEMOCRAT
GIURGIU,DINU CRISTINA-ELENA,PARTIDUL SOCIAL DEMOCRAT
GIURGIU,INGEAUA EDUARD-MIHAI,PARTIDUL SOCIAL DEMOCRAT
GIURGIU,CRISTESCU DAN,PARTIDUL SOCIAL DEMOCRAT
GIURGIU,TĂNASE DOINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GIURGIU,ENACHE SILVIU-GABRIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

GIURGIU,PIELEANU MANUELA-FLORENTINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GIURGIU,ENACHE IONUȚ-VIOREL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GIURGIU,SANDU ANDREI-BOGDAN,PARTIDUL SOCIAL DEMOCRAT UNIT
GIURGIU,POPESCU MIHAELA,PARTIDUL SOCIAL DEMOCRAT UNIT
GIURGIU,HORCIU NIK-GERALD,PARTIDUL S.O.S. ROMÂNIA
GIURGIU,CHIRIȚĂ MARIUS-IONUȚ,PARTIDUL S.O.S. ROMÂNIA
GIURGIU,GROZEA NELA,PARTIDUL S.O.S. ROMÂNIA
GIURGIU,RADU ANA-MARIA-ANTOANELA,PARTIDUL S.O.S. ROMÂNIA
GIURGIU,POPESCU DANIEL,PATRIOȚII POPORULUI ROMÂN
GIURGIU,NĂCIOIU NICOLAE,ROMÂNIA SOCIALISTĂ
GIURGIU,DOBRE LAURA,ROMÂNIA SOCIALISTĂ
GIURGIU,DUMBRAVĂ NICOLAE,ROMÂNIA SOCIALISTĂ
GIURGIU,FOTOPOLUS DIANA,ROMÂNIA SOCIALISTĂ
GIURGIU,PAKÓ ZSOLT-GÁBOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GIURGIU,HERMANN TIMEA-GABRIELLA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GIURGIU,TURZAI TIMEA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GIURGIU,VÁNCZA TIBOR-ISTVÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GIURGIU,CÂINARU CODRUȚ-VICTOR,UNIUNEA SALVAȚI ROMÂNIA
GIURGIU,BADEA ȘTEFAN-DANIEL,UNIUNEA SALVAȚI ROMÂNIA
GIURGIU,AYRES TINELA,UNIUNEA SALVAȚI ROMÂNIA
GORJ,MIROIU DUMITRU,ALIANȚA NAȚIONAL CREȘTINĂ
GORJ,MARICA IULIAN-GRIGORE,ALIANȚA NAȚIONAL CREȘTINĂ
GORJ,RÎMESCU ADELA,ALIANȚA NAȚIONAL CREȘTINĂ
GORJ,BENGULESCU BĂNUȚ,ALIANȚA NAȚIONAL CREȘTINĂ
GORJ,SANDU MIRCEA-IONUȚ,ALIANȚA PENTRU UNIREA ROMÂNILOR
GORJ,ISĂRESCU RĂDUCU-DANIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
GORJ,DODENCIU IONUȚ-ALIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
GORJ,NEGREA ADANA-EMANUELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
GORJ,DUMITRU DIDI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GORJ,DRAICA CLAUDIU,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GORJ,IONIȚĂ DANIELA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GORJ,CONSTANTINESCU ION,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
GORJ,LĂCĂTUȘ ALINA-ELENA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI

GORJ,DAVIȚOIU NICOLAE,FORȚA DREPTEI
GORJ,CHIȚU ROBERT-ȘTEFAN,FORȚA DREPTEI
GORJ,GRĂDINARU MARI-DANIELA,FORȚA DREPTEI
GORJ,COCINĂ GHEORGHE,FORȚA DREPTEI
GORJ,ULARIU ION,PARTIDUL ECOLOGIST ROMÂN
GORJ,COBEANU MIHAIL-CRISTIAN,PARTIDUL ECOLOGIST ROMÂN
GORJ,CIOBOTARU CRISTINA,PARTIDUL ECOLOGIST ROMÂN
GORJ,NACU MIHAI-MUGUREL,PARTIDUL LIGA ACȚIUNII NAȚIONALE
GORJ,CATRINOIU MATEI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GORJ,BRÎNZAN-PANDELE NICOLETA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
GORJ,POPESCU IULIAN-VASILE,PARTIDUL NAȚIONAL LIBERAL
GORJ,FILIP ROBERT-DORIN,PARTIDUL NAȚIONAL LIBERAL
GORJ,RĂDOI ADRIANA-CRISTINA,PARTIDUL NAȚIONAL LIBERAL
GORJ,JIANU GIGEL,PARTIDUL NAȚIONAL LIBERAL
GORJ,CORBEANU ION,PARTIDUL NOUA ROMÂNIE
GORJ,ROGOBETE MARIUS-SORIN,PARTIDUL OAMENILOR TINERI
GORJ,CIOCOIU ION-RADU-BOGDAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GORJ,GEICĂ MARIA-ALINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
GORJ,VÎLCEANU IONUȚ-MARIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
GORJ,RUJAN ION-CRISTINEL,PARTIDUL SOCIAL DEMOCRAT
GORJ,DRĂGHESCU AUREL-DRAGOȘ,PARTIDUL SOCIAL DEMOCRAT
GORJ,PENESCU ELENA,PARTIDUL SOCIAL DEMOCRAT
GORJ,TĂLĂU IOANA,PARTIDUL SOCIAL DEMOCRAT
GORJ,FUGARU ION,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GORJ,VINTILESCU MIRCEA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GORJ,POPOVICI RADU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GORJ,CREȚAN MARIOARA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
GORJ,BĂNICĂ NUȚU-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
GORJ,SANDU ELENA-CRISTIANA,PARTIDUL SOCIAL DEMOCRAT UNIT
GORJ,PETRESCU ILIE,PARTIDUL S.O.S. ROMÂNIA
GORJ,DĂDĂLĂU ANA,PARTIDUL S.O.S. ROMÂNIA
GORJ,MOGOȘI GHEORGHE-ALIN,PARTIDUL S.O.S. ROMÂNIA
GORJ,BUCĂU MARIA,PARTIDUL S.O.S. ROMÂNIA

GORJ,HAIDĂUȚU GEORGE-CONSTANTIN,PATRIOȚII POPORULUI ROMÂN
GORJ,BOGDAN CONSTANTIN,ROMÂNIA SOCIALISTĂ
GORJ,DUDĂU GHEORGHE,ROMÂNIA SOCIALISTĂ
GORJ,SCURTU FILOFTEIA,ROMÂNIA SOCIALISTĂ
GORJ,TÂLVESCU DRAGOȘ,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
GORJ,ÖTVÖS KOPPÁNY-BULCSÚ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GORJ,SZABO ARPAD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GORJ,CIAVOI ANDREA-HAJNALKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GORJ,BÁLINT GYÖNGYI-ANA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
GORJ,RĂDUCAN-MOREGA CORNELIU,UNIUNEA SALVAȚI ROMÂNIA
GORJ,BRĂNESCU CONSTANTIN-ALEXIE,UNIUNEA SALVAȚI ROMÂNIA
GORJ,DAMENOIU SIMONA-LAURA,UNIUNEA SALVAȚI ROMÂNIA
HARGHITA,VÎTCĂ CAMELIA-MARINA,ALIANȚA NAȚIONAL CREȘTINĂ
HARGHITA,ORBAN TIBOR,ALIANȚA PENTRU UNIREA ROMÂNILOR
HARGHITA,PINTILIE RADU,ALIANȚA PENTRU UNIREA ROMÂNILOR
HARGHITA,AVRAM MIHĂIL,ALIANȚA PENTRU UNIREA ROMÂNILOR
HARGHITA,OPREA IONEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HARGHITA,MIRON VASILE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HARGHITA,NICA IOANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HARGHITA,BĂRBUȚĂ VICTOR-IONUȚ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
HARGHITA,POP HOREA-CEZAR,FORȚA DREPTEI
HARGHITA,MURVAY LÁSZLÓ,FORȚA DREPTEI
HARGHITA,VODĂ SILVIA,FORȚA DREPTEI
HARGHITA,SUCIU FLORIN,FORȚA DREPTEI
HARGHITA,GIRÓ LADISLAU,PARTIDUL ECOLOGIST ROMÂN
HARGHITA,VOȘLOBAN MARIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HARGHITA,MUSCĂ ANGELA-MIHAELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HARGHITA,URZICĂ LETIȚIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HARGHITA,TRUȚĂ SORIN-NICOLAE,PARTIDUL NAȚIONAL LIBERAL
HARGHITA,MARE GABRIELA-LAURA,PARTIDUL NAȚIONAL LIBERAL
HARGHITA,MUNTEAN PETRU,PARTIDUL NAȚIONAL LIBERAL
HARGHITA,COLCERIU DĂNUȚ-MIHAI,PARTIDUL NAȚIONAL LIBERAL
HARGHITA,OLTEAN SERGIU-OVIDIU,PARTIDUL NOUA ROMÂNIE

HARGHITA,CHIRIACHIDE ANDREEA-RAMONA,PARTIDUL OAMENILOR TINERI
HARGHITA,MELNICIUC DUMITRU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
HARGHITA,VANCU MARCEL,PARTIDUL SOCIAL DEMOCRAT
HARGHITA,BUCUR CRISTIANA,PARTIDUL SOCIAL DEMOCRAT
HARGHITA,ȚĂRAN RADU,PARTIDUL SOCIAL DEMOCRAT
HARGHITA,MÎNDRU VALENTIN-MIHAI,PARTIDUL SOCIAL DEMOCRAT
HARGHITA,BURCSA ISTVÁN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
HARGHITA,BURCSA ISTVÁN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
HARGHITA,GÁBOR GÁBOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
HARGHITA,BURCSA MÎNDRA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
HARGHITA,URZICĂ ILIE-VASILE,PARTIDUL S.O.S. ROMÂNIA
HARGHITA,TORANI LILIANA,PARTIDUL S.O.S. ROMÂNIA
HARGHITA,KELEMEN ANDREI-MIHAI,PARTIDUL S.O.S. ROMÂNIA
HARGHITA,MARE CRINA-RAMONA,PARTIDUL S.O.S. ROMÂNIA
HARGHITA,PARÁSZKA GÉZA-LUDOVIC,PATRIOȚII POPORULUI ROMÂN
HARGHITA,COCU GHEORGHE,ROMÂNIA SOCIALISTĂ
HARGHITA,TÁNCZOS BARNA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HARGHITA,ANTAL ISTVÁN-LORÁNT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HARGHITA,BORBOLY CSABA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HARGHITA,PORTIK ERZSÉBET-EDIT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
HARGHITA,COSA-POP EUGEN,UNIUNEA SALVAȚI ROMÂNIA
HUNEDOARA,TUDORACHE MARIA,ALIANȚA NAȚIONAL CREȘTINĂ
HUNEDOARA,POPA SORIN-ALEXANDRU,ALIANȚA NAȚIONAL CREȘTINĂ
HUNEDOARA,POTECĂ VASILICĂ,ALIANȚA PENTRU UNIREA ROMÂNILOR
HUNEDOARA,ALIC CRISTIAN-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
HUNEDOARA,IOSIP DUMITRELA-GABRIELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
HUNEDOARA,IACOB MARINELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
HUNEDOARA,ANDRONACHE EMANOEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
HUNEDOARA,ANDRONACHE DOREL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HUNEDOARA,MOTORCEA MARIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HUNEDOARA,BOCEANU GHEORGHE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HUNEDOARA,MICLESCU VASILE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
HUNEDOARA,MIHAI MARINEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ

HUNEDOARA,POPA PETRONELA-CRENGUȚA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
HUNEDOARA,SZABO ION-MARIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
HUNEDOARA,MLADIN ADRIAN-IONEL,FORȚA DREPTEI
HUNEDOARA,MUZSIC MARIANA,FORȚA DREPTEI
HUNEDOARA,CRISTOI EDUARD-CLAUDIU,FORȚA DREPTEI
HUNEDOARA,BUȚURCA ADRIAN-ANDREI,FORȚA DREPTEI
HUNEDOARA,MIHUȚ MARINELA-MARIA,FORȚA DREPTEI
HUNEDOARA,GÎLCEAVĂ RADU-IOAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HUNEDOARA,GIURGIU EDIT,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HUNEDOARA,TOPLICIAN IOSIF,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HUNEDOARA,FARCĂU NICOLAE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HUNEDOARA,IFTIMICIUC VASILE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
HUNEDOARA,MARIAN CĂLIN-PETRU,PARTIDUL NAȚIONAL LIBERAL
HUNEDOARA,IRIMIE MIHAI-GABRIEL,PARTIDUL NAȚIONAL LIBERAL
HUNEDOARA,ARDELEANU ANDREEA-GIORGIANA,PARTIDUL NAȚIONAL LIBERAL
HUNEDOARA,PETRUI IOAN-DORIN,PARTIDUL NAȚIONAL LIBERAL
HUNEDOARA,ILEASĂ IONELA-EMILIA,PARTIDUL NAȚIONAL LIBERAL
HUNEDOARA,TATU HORAȚIU-BOGDAN,PARTIDUL NOUA ROMÂNIE
HUNEDOARA,TABAC OCTAVIAN-CRISTINEL,PARTIDUL OAMENILOR TINERI
HUNEDOARA,DRĂGHICI MIRCEA-ADRIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
HUNEDOARA,OLTEANU MONICA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
HUNEDOARA,MARICA PETRU-SORIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
HUNEDOARA,FRĂȚILESCU MARIANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
HUNEDOARA,NISTOR MARIANA-ANGELICA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
HUNEDOARA,ANGHEL ZEBE-SORIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
HUNEDOARA,RESMERIȚĂ CORNEL-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT
HUNEDOARA,ȘTEFĂNIE MARIA,PARTIDUL SOCIAL DEMOCRAT
HUNEDOARA,FILIMON VALERIA-CRISTINA,PARTIDUL SOCIAL DEMOCRAT
HUNEDOARA,NIȚULESCU PAVEL-CASIAN,PARTIDUL SOCIAL DEMOCRAT
HUNEDOARA,LOBONȚ PETRU-LIVIU,PARTIDUL SOCIAL DEMOCRAT
HUNEDOARA,ȘORTAN EUGENIA,PARTIDUL SOCIAL DEMOCRAT UNIT
HUNEDOARA,GALEA ION-SORIN,PARTIDUL SOCIAL DEMOCRAT UNIT
HUNEDOARA,GALEA CRISTINA-MARIA,PARTIDUL SOCIAL DEMOCRAT UNIT

HUNEDOARA,MOVILEANU FIVI,PARTIDUL SOCIAL DEMOCRAT UNIT
HUNEDOARA,ALEXA NATALIA,PARTIDUL SOCIAL DEMOCRAT UNIT
HUNEDOARA,ALBU MARIA,PARTIDUL S.O.S. ROMÂNIA
HUNEDOARA,LEUCIAN CRISTIAN-SERAFIM,PARTIDUL S.O.S. ROMÂNIA
HUNEDOARA,HOTOBOC MIRCEA,PARTIDUL S.O.S. ROMÂNIA
HUNEDOARA,PARASCHIV IULIA-ELISABETA,PARTIDUL S.O.S. ROMÂNIA
